sample.id,BirdID,TubeNumber,OriginalSampleIDUnique,FieldPeriodID,Season,SequencingRun,CatchID,OccasionID,BTO,FieldRing,CatchTerritoryID,SampleDate,SampleYear,FreezerDate3,TimeAt4Degrees,SampleType,SampleType4Way,ExtractionDate,Qubit,BirthDate,SexEstimate,SampleTime,MinutesSinceSunrise,Ageclass,AgeDays,AgeYears,EyeColour,BreedTerritoryNumber,BreedTerritoryID,BreedGroupID,Status,TQcorrected,averageTQ_SameType,TQnotes_SameType,TQFinal_SameType,FieldPeriodID_LastSeen,LastPeriodSeenDate,LastBreedYearSeen,DaysToLastSeen,DiedEver,BirthDateEstimated,SampleReads,is.negLab,is.negCollection
Sample.228.575,6910,575,575,173,Major,4,10875,14390,Z691482,VV/MX,616,17/08/2019,2019,26/09/2019,40,Faecal,Faecal,16/07/2020,0.015,17/07/2018,1,16:22,622,Mature,396,1.084,RB,1.2,616,8239,ABX,4431.1,NA,NA,4431.1,184,27/03/2023,2023,1318,no,TRUE,50743,FALSE,FALSE
Sample.229.660,7143,660,660,174,Minor,4,10977,14508,S115497,EL/SX,34,07/03/2020,2020,23/03/2020,16,Faecal,Faecal,27/07/2020,0.364,07/06/2019,1,16:55,655,Mature,274,0.75,LB,26,34,8333,SEEN1,NA,12987.825,TQ is average from previous/next season of the same type,12987.825,176,30/09/2021,2021,572,yes,TRUE,42029,FALSE,FALSE
Sample.230.610,6843,610,610,173,Major,4,10900,14435,Z691418,GB/SX,95,16/09/2019,2019,26/09/2019,10,Faecal,Faecal,28/07/2020,0.0924,08/10/2017,0,8:00,120,Mature,708,1.938,RB,64,95,8230,BrF,45657.08,NA,NA,45657.08,184,27/03/2023,2023,1288,no,TRUE,88033,FALSE,FALSE
Sample.231.424R,5009,424,424R,171,Minor,4,10740,14052,R737977,OV/WX,516,14/02/2019,2019,09/04/2019,54,Faecal,Faecal,20/08/2020,0.143,24/10/2006,0,7:35,95,Mature,4496,12.309,RB,136,516,8174,BrF,7213.32,NA,NA,7213.32,177,18/03/2022,2022,1128,yes,TRUE,50579,FALSE,FALSE
Sample.232.16b,6733,16,16b,164,Major,4,10149,13516,Z691328,VY/YX,407,11/07/2017,2017,25/09/2017,76,Faecal,Faecal,23/01/2018,0.0568,17/05/2017,0,10:57,297,Immature,55,0.151,G,126,407,7744,Immature,64993.92,NA,NA,64993.92,178,14/09/2022,2022,1891,yes,FALSE,58302,FALSE,FALSE
Sample.233.34b,6728,34,34b,164,Major,4,10144,13515,Z691332,WB/NX,24,27/07/2017,2017,25/09/2017,60,Faecal,Faecal,25/01/2018,0.0588,26/10/2016,1,10:16,256,Mature,274,0.75,LB,18,24,7750,AB,27174.66,NA,NA,27174.66,176,30/09/2021,2021,1526,yes,FALSE,55277,FALSE,FALSE
Sample.234.79b,6766,79,79b,164,Major,4,10201,13582,Z691356,LY/WX,70,26/08/2017,2017,25/09/2017,30,Faecal,Faecal,22/01/2018,0.14,02/07/2017,0,9:27,207,Immature,55,0.151,G,49,70,7794,Immature,43496.9,NA,NA,43496.9,184,27/03/2023,2023,2039,no,FALSE,77662,FALSE,FALSE
Sample.235.314b,6902,314,314b,167,Major,4,10489,13904,Z691484,WV/SX,140,07/09/2018,2018,25/09/2018,18,Faecal,Faecal,07/03/2019,0.246,07/12/2017,0,11:47,347,Mature,274,0.75,LB,94.2,140,8029,BrF,9349.68,NA,NA,9349.68,175,15/06/2021,2021,1012,yes,TRUE,94736,FALSE,FALSE
Sample.236.242b,6893,242,242b,167,Major,4,10443,13862,Z691462,GN/OX,63,15/08/2018,2018,25/09/2018,41,Faecal,Faecal,27/02/2019,0.038,21/06/2018,1,10:22,262,Immature,55,0.151,G,46,63,8038,Immature,11140.89,NA,NA,11140.89,173,23/09/2019,2019,404,yes,FALSE,123935,FALSE,FALSE
Sample.237.144b,6757,144,144b,166,Minor,4,10321,13719,Z691349,OY/EX,125,19/02/2018,2018,03/04/2018,43,Faecal,Faecal,16/05/2019,0.0372,25/06/2017,0,11:15,315,Mature,239,0.654,LB,85,125,7929,SEEN1,51370.09,NA,NA,51370.09,176,30/09/2021,2021,1319,yes,FALSE,70892,FALSE,FALSE
Sample.238.208b,6887,208,208b,167,Major,4,10436,13856,Z691463,GN/GX,637,17/08/2018,2018,25/09/2018,39,Faecal,Faecal,11/04/2019,0.196,16/11/2017,1,8:12,132,Mature,274,0.75,LB,55.1,637,7977,ABX,9740.73,NA,NA,9740.73,178,14/09/2022,2022,1489,yes,FALSE,91491,FALSE,FALSE
Sample.239.358b,6834,358,358b,167,Major,4,10517,13941,Z691408,VY/MX,169,19/09/2018,2018,25/09/2018,6,Faecal,Faecal,03/05/2019,0.05,28/09/2017,1,9:40,220,Mature,356,0.975,LB,112,169,8023,AB,20983.14,NA,NA,20983.14,171,09/03/2019,2019,171,yes,TRUE,77050,FALSE,FALSE
Sample.24.612,7135,612,612,174,Minor,4,10968,14470,S115480,OL/GX,2,17/02/2020,2020,23/03/2020,35,Faecal,Faecal,16/07/2020,0.0332,19/05/2019,1,16:47,647,Mature,274,0.75,LB,1.1,2,8295,ABX,NA,14533.12,TQ is average from previous/next season of the same type,14533.12,184,27/03/2023,2023,1134,no,TRUE,71369,FALSE,FALSE
Sample.240.161b,6732,161,161b,166,Minor,4,10355,13743,Z691324,BN/YX,68,03/03/2018,2018,03/04/2018,31,Faecal,Faecal,03/05/2019,0.0272,11/02/2017,1,14:25,505,Mature,385,1.054,RB,50,71,7900,H,49520.6,NA,NA,49520.6,171,09/03/2019,2019,371,yes,FALSE,85529,FALSE,FALSE
Sample.241.406b,6764,406,406b,171,Minor,4,10728,14044,Z691363,BL/BX,72,07/02/2019,2019,09/04/2019,61,Faecal,Faecal,16/07/2020,0.628,11/07/2017,0,14:48,528,Mature,576,1.577,LB,84,123,8149,BrF,3191.24,NA,NA,3191.24,176,30/09/2021,2021,966,yes,FALSE,75143,FALSE,FALSE
Sample.242.664b,6765,664,664b,174,Minor,4,10963,14515,Z691357,EG/VX,138,10/03/2020,2020,23/03/2020,13,Faecal,Faecal,30/06/2020,0.0596,05/07/2017,0,9:00,180,Mature,979,2.68,RB,94,138,8339,BrF,NA,4948.875,TQ is average from previous/next season of the same type,4948.875,184,27/03/2023,2023,1112,no,FALSE,78832,FALSE,FALSE
Sample.243.666b,6036,666,666b,174,Minor,4,10975,14517,L921059,NB/YX,618,10/03/2020,2020,23/03/2020,13,Faecal,Faecal,26/07/2020,0.196,27/12/2012,0,16:10,610,Mature,2630,7.201,RB,35.1,618,8357,SEEN1,NA,65281.53,TQ is average from previous/next season of the same type,65281.53,176,30/09/2021,2021,569,yes,TRUE,91474,FALSE,FALSE
Sample.25.629,7127,629,629,174,Minor,4,10935,14484,S115485,NB/SX,57,24/02/2020,2020,23/03/2020,28,Faecal,Faecal,16/07/2020,0.256,26/05/2019,0,16:25,625,Mature,274,0.75,LB,41,57,8360,ABX,NA,13573.565,TQ is average from previous/next season of the same type,13573.565,178,14/09/2022,2022,933,yes,TRUE,93455,FALSE,FALSE
Sample.26.390,7087,390,390,171,Minor,4,10755,14038,Z691160,OL/LX,154,02/02/2019,2019,09/04/2019,66,Faecal,Faecal,21/07/2020,0.186,09/12/2018,0,15:20,560,Immature,55,0.151,G,101,154,8092,Immature,2071.49,NA,NA,2071.49,175,15/06/2021,2021,864,yes,FALSE,91795,FALSE,FALSE
Sample.27.440,6926,440,440,171,Minor,4,10775,14075,Z691490,EG/XZ,481,25/02/2019,2019,09/04/2019,43,Faecal,Faecal,21/07/2020,NA,26/07/2018,0,16:20,620,Mature,214,0.586,RB,15,20,8107,ABX,2813.47,NA,NA,2813.47,176,30/09/2021,2021,948,yes,FALSE,81542,FALSE,FALSE
Sample.28.646,6693,646,646,174,Minor,4,10943,14496,Z691304,GE/EX,531,02/03/2020,2020,23/03/2020,21,Faecal,Faecal,21/07/2020,0.0296,28/09/2016,0,14:05,485,Mature,1251,3.425,RB,78.1,531,8310,BrF,NA,4747.34,TQ is average from previous/next season of the same type,4747.34,174,16/03/2020,2020,14,yes,TRUE,63546,FALSE,FALSE
Sample.29.568R,7112,568,568R,174,Minor,4,10902,14454,S115466,EY/OX,617,06/02/2020,2020,23/03/2020,46,Faecal,Faecal,20/08/2020,0.0656,22/09/2019,1,15:10,550,Immature,137,0.375,G,25.1,617,8332,Immature,NA,7074.265,TQ is average from previous/next season of the same type,7074.265,174,16/03/2020,2020,39,yes,TRUE,49792,FALSE,FALSE
Sample.3.594,7111,594,594,173,Major,4,10895,14449,S115465,NG/AX,20,20/09/2019,2019,26/09/2019,6,Faecal,Faecal,29/06/2020,NA,27/07/2019,0,14:51,531,Immature,55,0.151,G,15,20,8243,Immature,18899.18,NA,NA,18899.18,184,27/03/2023,2023,1284,no,FALSE,72255,FALSE,FALSE
Sample.30.408,6690,408,408,171,Minor,4,10729,14042,Z691313,GO/WX,2,08/02/2019,2019,09/04/2019,60,Faecal,Faecal,10/06/2020,0.134,19/05/2016,0,15:32,572,Mature,995,2.724,RB,1.1,2,8098,BrF,9431.59,NA,NA,9431.59,175,15/06/2021,2021,858,yes,TRUE,69096,FALSE,FALSE
Sample.31.578,6565,578,578,173,Major,4,10878,14392,Z691103,YL/EX,177,27/08/2019,2019,26/09/2019,30,Faecal,Faecal,18/06/2020,NA,19/02/2015,1,14:59,539,Mature,1650,4.517,RB,120,177,8184,BrM,66132.97,NA,NA,66132.97,174,16/03/2020,2020,202,yes,TRUE,82158,FALSE,FALSE
Sample.32.424,5009,424,424,171,Minor,4,10740,14052,R737977,OV/WX,516,14/02/2019,2019,09/04/2019,54,Faecal,Faecal,24/06/2020,0.236,24/10/2006,0,7:35,95,Mature,4496,12.309,RB,136,516,8174,BrF,7213.32,NA,NA,7213.32,177,18/03/2022,2022,1128,yes,TRUE,41991,FALSE,FALSE
Sample.33.647,7132,647,647,174,Minor,4,10940,14494,S115491,BY/LX,109,02/03/2020,2020,23/03/2020,21,Faecal,Faecal,24/06/2020,0.0396,02/06/2019,0,15:00,540,Mature,274,0.75,LB,76,109,8304,ABX,NA,13847.31,TQ is average from previous/next season of the same type,13847.31,184,27/03/2023,2023,1120,no,TRUE,60945,FALSE,FALSE
Sample.34.545,6739,545,545,173,Major,4,10854,14307,Z691334,WW/NX,179,09/07/2019,2019,26/09/2019,79,Faecal,Faecal,30/06/2020,NA,29/07/2017,1,11:04,304,Mature,710,1.944,RB,56,83,8264,BrM,12617.37,NA,NA,12617.37,178,14/09/2022,2022,1163,yes,FALSE,89987,FALSE,FALSE
Sample.35.664,6765,664,664,174,Minor,4,10963,14515,Z691357,EG/VX,138,10/03/2020,2020,23/03/2020,13,Faecal,Faecal,30/06/2020,0.0596,05/07/2017,0,9:00,180,Mature,979,2.68,RB,94,138,8339,BrF,NA,4948.875,TQ is average from previous/next season of the same type,4948.875,184,27/03/2023,2023,1112,no,FALSE,71668,FALSE,FALSE
Sample.36.562,6567,562,562,173,Major,4,10865,14343,Z691105,NY/WX,165,31/07/2019,2019,26/09/2019,57,Faecal,Faecal,06/07/2020,NA,22/05/2015,1,14:15,495,Mature,1531,4.192,RB,108,165,8215,BrM,38394.08,NA,NA,38394.08,174,16/03/2020,2020,229,yes,FALSE,84915,FALSE,FALSE
Sample.37.613,5635,613,613,174,Minor,4,10930,14479,V267591,YV/KX,481,18/02/2020,2020,23/03/2020,34,Faecal,Faecal,06/07/2020,0.0316,16/12/2010,0,12:00,360,Mature,3351,9.175,RB,133,481,8377,BrF,NA,12230.33,TQ is average from previous/next season of the same type,12230.33,174,16/03/2020,2020,27,yes,TRUE,82991,FALSE,FALSE
Sample.38.375,7074,375,375,171,Minor,4,10716,14027,Z691154,OE/BX,16,28/01/2019,2019,09/04/2019,71,Faecal,Faecal,08/07/2020,0.0892,13/09/2018,1,15:18,558,Immature,137,0.375,G,11,16,8106,Immature,18019.19,NA,NA,18019.19,171,09/03/2019,2019,40,yes,TRUE,74883,FALSE,FALSE
Sample.39.597,6919,597,597,173,Major,4,10901,14436,Z691152,LV/SX,50,17/09/2019,2019,26/09/2019,9,Faecal,Faecal,20/07/2020,0.0468,17/07/2018,0,14:50,530,Mature,427,1.169,RB,35.1,618,8229,ABX,23689.64,NA,NA,23689.64,184,27/03/2023,2023,1287,no,FALSE,68831,FALSE,FALSE
Sample.4.373,6870,373,373,171,Minor,4,10718,14035,Z691439,WV/VX,24,30/01/2019,2019,09/04/2019,69,Faecal,Faecal,30/06/2020,0.164,15/02/2018,1,10:55,295,Mature,349,0.956,RB,126,407,8095,ABX,3359.68,NA,NA,3359.68,184,27/03/2023,2023,1517,no,TRUE,88708,FALSE,FALSE
Sample.40.391,6920,391,391,171,Minor,4,10723,14039,Z691497,GW/MX,50,01/02/2019,2019,09/04/2019,67,Faecal,Faecal,21/07/2020,0.222,18/07/2018,0,15:00,540,Mature,198,0.542,LB,34.5,50,8079,SEEN1,15852.94,NA,NA,15852.94,178,14/09/2022,2022,1321,yes,FALSE,49337,FALSE,FALSE
Sample.41.441,6697,441,441,171,Minor,4,10774,14075,Z691301,EY/WX,740,25/02/2019,2019,09/04/2019,43,Faecal,Faecal,21/07/2020,0.48,27/09/2016,1,15:25,565,Mature,881,2.412,RB,129.1,740,8171,BrM,12678.03,NA,NA,12678.03,171,09/03/2019,2019,12,yes,TRUE,61660,FALSE,FALSE
Sample.43.630,7110,630,630,173,Major,4,10894,14435,Z691188,NN/WX,95,16/09/2019,2019,26/09/2019,10,Faecal,Faecal,27/07/2020,0.11,15/09/2018,0,9:10,190,Mature,366,1.002,RB,64,95,8230,H,45657.08,NA,NA,45657.08,184,27/03/2023,2023,1288,no,TRUE,66487,FALSE,FALSE
Sample.44.586R,7116,586,586R,174,Minor,4,10918,14465,S115469,GE/MX,50,11/02/2020,2020,23/03/2020,41,Faecal,Faecal,20/08/2020,0.0596,13/05/2019,0,11:40,340,Mature,274,0.75,LB,35.1,618,8357,ABX,NA,65281.53,TQ is average from previous/next season of the same type,65281.53,184,27/03/2023,2023,1140,no,TRUE,78330,FALSE,FALSE
Sample.45.631,6064,631,631,173,Major,4,10897,14434,X784102,WV/KX,662,15/09/2019,2019,26/09/2019,11,Faecal,Faecal,10/06/2020,0.238,12/12/2013,0,15:11,551,Mature,2103,5.758,RB,137,662,8288,BrF,NA,2870.31,TQ is average from previous/next season of the same type,2870.31,174,16/03/2020,2020,183,yes,FALSE,61443,FALSE,FALSE
Sample.46.409,6777,409,409,171,Minor,4,10726,14042,Z691376,VV/EX,2,08/02/2019,2019,09/04/2019,60,Faecal,Faecal,12/06/2020,0.0452,18/07/2017,1,15:15,555,Mature,570,1.561,LB,1.2,616,8071,H,NA,8062.96,TQ is average from previous/next season of the same type,8062.96,174,16/03/2020,2020,402,yes,TRUE,72887,FALSE,FALSE
Sample.47.392,6920,392,392,171,Minor,4,10723,14039,Z691497,GW/MX,50,01/02/2019,2019,09/04/2019,67,Faecal,Faecal,29/06/2020,NA,18/07/2018,0,15:00,540,Mature,198,0.542,LB,34.5,50,8079,SEEN1,15852.94,NA,NA,15852.94,178,14/09/2022,2022,1321,yes,FALSE,71709,FALSE,FALSE
Sample.48.443,6926,443,443,171,Minor,4,10775,14075,Z691490,EG/XZ,481,25/02/2019,2019,09/04/2019,43,Faecal,Faecal,29/06/2020,NA,26/07/2018,0,16:20,620,Mature,214,0.586,RB,15,20,8107,ABX,2813.47,NA,NA,2813.47,176,30/09/2021,2021,948,yes,FALSE,74973,FALSE,FALSE
Sample.49.665,6261,665,665,174,Minor,4,10964,14510,Z691429,GR/XL,64,10/03/2020,2020,23/03/2020,13,Faecal,Faecal,06/07/2020,0.032,28/07/2014,1,15:55,595,Mature,2052,5.618,RB,46.1,64,8393,BrM,NA,17531.95,TQ is average from previous/next season of the same type,17531.95,177,18/03/2022,2022,738,yes,FALSE,56808,FALSE,FALSE
Sample.5.490,6690,490,490,173,Major,4,10856,14311,Z691313,GO/WX,2,05/07/2019,2019,26/09/2019,83,Faecal,Faecal,06/07/2020,0.1,19/05/2016,0,15:47,587,Mature,1142,3.127,RB,1.1,2,8204,BrF,8146.42,NA,NA,8146.42,175,15/06/2021,2021,711,yes,TRUE,72725,FALSE,FALSE
Sample.50.563,6706,563,563,174,Minor,4,10911,14454,Z691318,YY/WX,617,06/02/2020,2020,23/03/2020,46,Faecal,Faecal,08/07/2020,0.7,08/10/2016,1,15:31,571,Mature,1216,3.329,RB,25.1,617,8332,BrM,NA,7074.265,TQ is average from previous/next season of the same type,7074.265,176,30/09/2021,2021,602,yes,TRUE,122018,FALSE,FALSE
Sample.51.376,7072,376,376,171,Minor,4,10714,14029,Z691156,LY/GX,71,29/01/2019,2019,09/04/2019,70,Faecal,Faecal,09/07/2020,0.0496,14/09/2018,0,15:30,570,Immature,137,0.375,G,50,71,8081,Immature,9215.97,NA,NA,9215.97,184,27/03/2023,2023,1518,no,TRUE,85062,FALSE,FALSE
Sample.52.425,7079,425,425,171,Minor,4,10747,14057,Z691172,LE/BX,516,14/02/2019,2019,09/04/2019,54,Faecal,Faecal,09/07/2020,1.46,30/09/2018,0,10:40,280,Immature,137,0.375,LB,136,516,8174,Immature,7213.32,NA,NA,7213.32,184,27/03/2023,2023,1502,no,TRUE,23896,FALSE,FALSE
Sample.53.614,6917,614,614,174,Minor,4,10931,14480,Z691149,EG/MX,140,18/02/2020,2020,23/03/2020,34,Faecal,Faecal,09/07/2020,0.175,19/09/2017,0,16:14,614,Mature,882,2.415,RB,94.2,140,8340,SEEN1,NA,22452.855,TQ is average from previous/next season of the same type,22452.855,184,27/03/2023,2023,1133,no,TRUE,76019,FALSE,FALSE
Sample.54.546,7102,546,546,173,Major,4,10861,14307,Z691186,WW/GX,616,09/07/2019,2019,26/09/2019,79,Faecal,Faecal,15/07/2020,0.0448,08/10/2018,1,15:47,587,Mature,274,0.75,LB,1.2,616,8239,ABX,4431.1,NA,NA,4431.1,177,18/03/2022,2022,983,yes,TRUE,99103,FALSE,FALSE
Sample.55.579,7106,579,579,173,Major,4,10888,14413,S115461,AL/EX,637,14/09/2019,2019,26/09/2019,12,Faecal,Faecal,15/07/2020,0.036,21/07/2019,0,11:07,307,Immature,55,0.151,G,55.1,637,8200,Immature,17835.75,NA,NA,17835.75,184,27/03/2023,2023,1290,no,TRUE,75029,FALSE,FALSE
Sample.56.648,7133,648,648,174,Minor,4,10941,14495,S115492,BG/EX,55,03/03/2020,2020,23/03/2020,20,Faecal,Faecal,20/07/2020,0.124,03/06/2019,1,7:50,110,Mature,274,0.75,LB,39,55,8359,ABX,NA,63396.725,TQ is average from previous/next season of the same type,63396.725,176,30/09/2021,2021,576,yes,TRUE,76639,FALSE,FALSE
Sample.57.598,7118,598,598,174,Minor,4,10920,14471,S115472,EO/MX,96,13/02/2020,2020,23/03/2020,39,Faecal,Faecal,22/07/2020,0.303,15/05/2019,0,9:10,190,Mature,274,0.75,LB,65,96,8298,ABX,NA,13409.5,TQ is average from previous/next season of the same type,13409.5,184,27/03/2023,2023,1138,no,TRUE,47185,FALSE,FALSE
Sample.59.616R,7068,616,616R,174,Minor,4,10928,14477,Z691159,OO/GX,83,19/02/2020,2020,23/03/2020,33,Faecal,Faecal,20/08/2020,0.115,16/09/2018,1,10:50,290,Mature,521,1.426,RB,54,81,8386,ABX,NA,7912.795,TQ is average from previous/next season of the same type,7912.795,176,30/09/2021,2021,589,yes,TRUE,83017,FALSE,FALSE
Sample.6.560,6924,560,560,173,Major,4,10877,14391,Z691478,EY/BX,739,19/08/2019,2019,26/09/2019,38,Faecal,Faecal,15/07/2020,0.026,08/07/2018,0,12:00,360,Mature,407,1.114,RB,8,13,8242,ABX,16268.71,NA,NA,16268.71,184,27/03/2023,2023,1316,no,TRUE,47755,FALSE,FALSE
Sample.60.580,7104,580,580,173,Major,4,10886,14411,S115462,NN/XZ,112,14/09/2019,2019,26/09/2019,12,Faecal,Faecal,12/06/2020,0.028,13/09/2018,0,15:37,577,Mature,366,1.002,RB,78,112,8274,ABX,6294.22,NA,NA,6294.22,184,27/03/2023,2023,1290,no,FALSE,58632,FALSE,FALSE
Sample.61.410,7086,410,410,171,Minor,4,10754,14059,Z691166,LL/LX,2,08/02/2019,2019,09/04/2019,60,Faecal,Faecal,18/06/2020,0.169,10/05/2018,0,17:00,660,Mature,274,0.75,RB,1.1,2,8098,ABX,9431.59,NA,NA,9431.59,174,16/03/2020,2020,402,yes,TRUE,74930,FALSE,FALSE
Sample.63.393,7083,393,393,171,Minor,4,10751,14045,Z691162,AS/SX,26,05/02/2019,2019,09/04/2019,63,Faecal,Faecal,30/06/2020,0.129,07/05/2018,0,8:30,150,Mature,274,0.75,LB,20,26,8108,ABX,1818.71,NA,NA,1818.71,176,30/09/2021,2021,968,yes,TRUE,75775,FALSE,FALSE
Sample.64.444,6877,444,444,171,Minor,4,10772,14072,Z691459,LL/MX,481,25/02/2019,2019,09/04/2019,43,Faecal,Faecal,30/06/2020,0.0284,13/06/2018,1,16:25,625,Mature,257,0.704,LB,133,481,8173,ABX,2680.96,NA,NA,2680.96,176,30/09/2021,2021,948,yes,TRUE,67486,FALSE,FALSE
Sample.65.599,7117,599,599,174,Minor,4,10919,14467,S115473,LB/LX,98,13/02/2020,2020,23/03/2020,39,Faecal,Faecal,07/07/2020,0.209,15/05/2019,0,9:40,220,Mature,274,0.75,LB,66,98,8299,ABX,NA,21473.87,TQ is average from previous/next season of the same type,21473.87,184,27/03/2023,2023,1138,no,TRUE,71729,FALSE,FALSE
Sample.66.377,6732,377,377,171,Minor,4,10702,14028,Z691324,BN/YX,71,29/01/2019,2019,09/04/2019,70,Faecal,Faecal,15/07/2020,0.29,11/02/2017,1,16:30,630,Mature,717,1.963,RB,NA,NA,8179,FLOAT,NA,NA,NA,NA,171,09/03/2019,2019,39,yes,FALSE,69922,FALSE,FALSE
Sample.67.426,5545,426,426,171,Minor,4,10741,14053,V267500,EW/UX,177,15/02/2019,2019,09/04/2019,53,Faecal,Faecal,15/07/2020,0.076,03/08/2010,0,12:00,360,Mature,3118,8.537,RB,120,177,8164,BrF,4812.16,NA,NA,4812.16,178,14/09/2022,2022,1307,yes,FALSE,77629,FALSE,FALSE
Sample.68.564,6920,564,564,173,Major,4,10859,14332,Z691497,GW/MX,618,20/07/2019,2019,26/09/2019,68,Faecal,Faecal,16/07/2020,0.203,18/07/2018,0,11:15,315,Mature,367,1.005,RB,35.1,618,8229,ABX,23689.64,NA,NA,23689.64,178,14/09/2022,2022,1152,yes,FALSE,76389,FALSE,FALSE
Sample.7.406,6764,406,406,171,Minor,4,10728,14044,Z691363,BL/BX,72,07/02/2019,2019,09/04/2019,61,Faecal,Faecal,16/07/2020,0.628,11/07/2017,0,14:48,528,Mature,576,1.577,LB,84,123,8149,BrF,3191.24,NA,NA,3191.24,176,30/09/2021,2021,966,yes,FALSE,107147,FALSE,FALSE
Sample.70.615,7121,615,615,174,Minor,4,10923,14473,S115481,BY/XZ,77,19/02/2020,2020,23/03/2020,33,Faecal,Faecal,20/07/2020,0.0892,21/05/2019,1,7:30,90,Mature,274,0.75,LB,52.1,77,8394,ABX,NA,20344.495,TQ is average from previous/next season of the same type,20344.495,174,16/03/2020,2020,26,yes,TRUE,51819,FALSE,FALSE
Sample.71.633,6868,633,633,174,Minor,4,10958,14513,Z691441,OG/MX,100,25/02/2020,2020,23/03/2020,27,Faecal,Faecal,20/07/2020,0.048,16/02/2018,1,12:05,365,Mature,739,2.023,RB,68,100,8300,BrM,NA,16073.085,TQ is average from previous/next season of the same type,16073.085,178,14/09/2022,2022,932,yes,TRUE,61793,FALSE,FALSE
Sample.72.666,6036,666,666,174,Minor,4,10975,14517,L921059,NB/YX,618,10/03/2020,2020,23/03/2020,13,Faecal,Faecal,26/07/2020,0.196,27/12/2012,0,16:10,610,Mature,2630,7.201,RB,35.1,618,8357,SEEN1,NA,65281.53,TQ is average from previous/next season of the same type,65281.53,176,30/09/2021,2021,569,yes,TRUE,84399,FALSE,FALSE
Sample.73.649,6859,649,649,174,Minor,4,10944,14497,Z691434,YV/SX,3,03/03/2020,2020,23/03/2020,20,Faecal,Faecal,27/07/2020,0.296,06/02/2018,1,14:55,535,Mature,756,2.07,RB,1.1,2,8295,ABX,NA,14533.12,TQ is average from previous/next season of the same type,14533.12,177,18/03/2022,2022,745,yes,TRUE,76757,FALSE,FALSE
Sample.74.635R,7093,635,635R,174,Minor,4,10959,14514,Z691179,YG/MX,605,26/02/2020,2020,23/03/2020,26,Faecal,Faecal,20/08/2020,0.11,14/10/2018,0,11:25,325,Mature,500,1.369,RB,129,480,8369,BrF,NA,12490.26,TQ is average from previous/next season of the same type,12490.26,184,27/03/2023,2023,1125,no,FALSE,82846,FALSE,FALSE
Sample.75.395,6780,395,395,171,Minor,4,10738,14050,Z691404,EG/WX,765,04/02/2019,2019,09/04/2019,64,Faecal,Faecal,10/06/2020,0.374,16/07/2017,0,11:45,345,Mature,568,1.555,RB,77.3,765,8144,BrF,4821.74,NA,NA,4821.74,184,27/03/2023,2023,1512,no,TRUE,93514,FALSE,FALSE
Sample.76.548,7103,548,548,173,Major,4,10862,14312,Z691185,BG/AX,636,07/07/2019,2019,26/09/2019,81,Faecal,Faecal,10/06/2020,0.0376,06/10/2018,0,15:00,540,Mature,274,0.75,LB,86.1,636,8212,H,10977.63,NA,NA,10977.63,173,23/09/2019,2019,78,yes,TRUE,58003,FALSE,FALSE
Sample.77.600,6901,600,600,173,Major,4,10884,14395,Z691486,EE/MX,1,01/09/2019,2019,26/09/2019,25,Faecal,Faecal,12/06/2020,NA,14/07/2018,0,14:27,507,Mature,414,1.133,RB,1,1,8186,H,7952.59,NA,NA,7952.59,173,23/09/2019,2019,22,yes,FALSE,54333,FALSE,FALSE
Sample.78.411,6777,411,411,171,Minor,4,10726,14042,Z691376,VV/EX,2,08/02/2019,2019,09/04/2019,60,Faecal,Faecal,24/06/2020,0.0448,18/07/2017,1,15:15,555,Mature,570,1.561,LB,1.2,616,8071,H,NA,8062.96,TQ is average from previous/next season of the same type,8062.96,174,16/03/2020,2020,402,yes,TRUE,64350,FALSE,FALSE
Sample.79.616,7068,616,616,174,Minor,4,10928,14477,Z691159,OO/GX,83,19/02/2020,2020,23/03/2020,33,Faecal,Faecal,24/06/2020,0.218,16/09/2018,1,10:50,290,Mature,521,1.426,RB,54,81,8386,ABX,NA,7912.795,TQ is average from previous/next season of the same type,7912.795,176,30/09/2021,2021,589,yes,TRUE,69995,FALSE,FALSE
Sample.8.389,7087,389,389,171,Minor,4,10755,14038,Z691160,OL/LX,154,02/02/2019,2019,09/04/2019,66,Faecal,Faecal,20/07/2020,0.0264,09/12/2018,0,15:20,560,Immature,55,0.151,G,101,154,8092,Immature,2071.49,NA,NA,2071.49,175,15/06/2021,2021,864,yes,FALSE,72361,FALSE,FALSE
Sample.80.667,6780,667,667,174,Minor,4,10967,14520,Z691404,EG/WX,765,11/03/2020,2020,23/03/2020,12,Faecal,Faecal,24/06/2020,0.0704,16/07/2017,0,9:13,193,Mature,969,2.653,RB,77.3,765,8308,BrF,NA,4821.74,TQ is average from previous/next season of the same type,4821.74,184,27/03/2023,2023,1111,no,TRUE,71232,FALSE,FALSE
Sample.81.650,6909,650,650,174,Minor,4,10945,14498,Z691489,LL/NX,3,03/03/2020,2020,23/03/2020,20,Faecal,Faecal,29/06/2020,0.369,12/12/2017,0,14:55,535,Mature,812,2.223,RB,5,8,8313,ABX,NA,12663.705,TQ is average from previous/next season of the same type,12663.705,184,27/03/2023,2023,1119,no,FALSE,60565,FALSE,FALSE
